Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Is EV?,Battery / Mileage,Notable Features
Lexus,NX,2018,Hatchback,Petrol,8,3.50 - 8.50,10974,No,19.2 kmpl,"ESC, 360 Camera, Airbags, ABS, Ventilated Seats, Sunroof, Power Windows, Touchscreen, Wireless Charging, HUD, Apple CarPlay"
Jeep,Meridian,2019,Hatchback,Petrol,22,3.50 - 8.50,17142,No,15.8 kmpl,"ESC, EBD, Power Windows, Sunroof, Touchscreen, Ventilated Seats, Android Auto, Voice Control, Wireless Charging"
BMW,2 Series,2021,Compact SUV,Petrol,14,7.00 - 18.00,13344,No,23.4 kmpl,"EBD, TPMS, ADAS, Power Windows, Cruise Control, Touchscreen, AC, Voice Control"
Jeep,Meridian,2016,Luxury,Petrol,21,30.00 - 100.00,863,No,22.7 kmpl,"ABS, Hill Hold, Sunroof, Power Windows, Cruise Control, Touchscreen, AC, Wireless Charging"
Maruti Suzuki,Ertiga,2017,SUV,Electric,23,12.00 - 39.00,3034,Yes,313 km range,"Hill Hold, EBD, Airbags, Touchscreen, AC, Cruise Control, Leather Seats, Ventilated Seats, Apple CarPlay, Voice Control, Connected Car"
Audi,A4,2021,Compact SUV,Diesel,12,7.00 - 18.00,12546,No,19.0 kmpl,"Airbags, ESC, EBD, Power Windows, AC, Sunroof, Ventilated Seats, Voice Control"
Nissan,Magnite,2023,Compact SUV,Petrol,16,7.00 - 18.00,10489,No,23.5 kmpl,"TPMS, Hill Hold, 360 Camera, Leather Seats, Ventilated Seats, AC, Voice Control"
Skoda,Slavia,2017,MPV,Petrol,4,8.00 - 20.00,3827,No,22.3 kmpl,"ADAS, 360 Camera, Airbags, Touchscreen, Power Windows, Leather Seats, Android Auto"
Nissan,Magnite,2023,Hatchback,Petrol/CNG,14,3.50 - 8.50,14369,No,28.9 kmpl,"EBD, TPMS, ADAS, Hill Hold, Leather Seats, AC, Sunroof, Voice Control"
Renault,Kwid,2021,Compact SUV,Electric,13,8.40 - 23.40,9275,Yes,230 km range,"ABS, EBD, Hill Hold, AC, Sunroof, Leather Seats, Touchscreen, Cruise Control, Android Auto"
Mahindra,Thar,2022,SUV,Petrol,5,10.00 - 30.00,5178,No,23.4 kmpl,"Hill Hold, Airbags, EBD, ESC, Sunroof, Ventilated Seats, Cruise Control, HUD, Connected Car, Voice Control"
Audi,A4,2019,Hatchback,Diesel,21,3.50 - 8.50,14319,No,23.6 kmpl,"TPMS, Airbags, Leather Seats, AC, Power Windows, Cruise Control, Wireless Charging, Connected Car"
BMW,3 Series,2018,Compact SUV,Petrol,9,7.00 - 18.00,13362,No,21.0 kmpl,"Hill Hold, ESC, Power Windows, Ventilated Seats, Sunroof, Cruise Control, AC, Connected Car, Voice Control, Android Auto"
BMW,3 Series,2016,Hatchback,Petrol,19,3.50 - 8.50,13258,No,24.3 kmpl,"ABS, ADAS, AC, Touchscreen, Power Windows, Ventilated Seats, Wireless Charging"
Mercedes,GLA,2023,Sedan,Petrol,18,6.00 - 15.00,5436,No,16.7 kmpl,"Airbags, ESC, Hill Hold, Cruise Control, Touchscreen, AC, Connected Car, HUD"
Hyundai,Exter,2015,Compact SUV,Petrol,9,7.00 - 18.00,11057,No,16.2 kmpl,"ESC, ADAS, Power Windows, Cruise Control, Sunroof, Connected Car"
Honda,WR-V,2020,Luxury,Petrol,16,30.00 - 100.00,845,No,19.2 kmpl,"Airbags, ABS, TPMS, ESC, Ventilated Seats, Touchscreen, Sunroof, Cruise Control, AC, Android Auto, HUD, Wireless Charging"
Jeep,Meridian,2021,Hatchback,Diesel,12,3.50 - 8.50,16578,No,19.0 kmpl,"Airbags, ABS, ADAS, Cruise Control, Sunroof, AC, Apple CarPlay"
Honda,City,2018,Compact SUV,Petrol,17,7.00 - 18.00,6455,No,23.2 kmpl,"Airbags, ADAS, ABS, 360 Camera, Leather Seats, Ventilated Seats, Touchscreen, Connected Car, Voice Control"
Audi,A4,2021,Luxury,Diesel,25,30.00 - 100.00,685,No,27.5 kmpl,"ESC, 360 Camera, Hill Hold, Airbags, Sunroof, AC, Touchscreen, HUD, Wireless Charging"
Skoda,Superb,2016,Hatchback,Petrol,22,3.50 - 8.50,10710,No,17.7 kmpl,"EBD, Hill Hold, TPMS, ESC, Power Windows, Ventilated Seats, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay, Wireless Charging"
BMW,X1,2021,Compact SUV,Petrol/CNG,16,7.00 - 18.00,14793,No,25.4 kmpl,"ESC, TPMS, AC, Power Windows, Sunroof, Touchscreen, Ventilated Seats, Wireless Charging, Voice Control"
Citroen,C3,2016,Compact SUV,Petrol,22,7.00 - 18.00,9079,No,20.5 kmpl,"ADAS, 360 Camera, Airbags, ESC, Sunroof, Power Windows, Leather Seats, Wireless Charging, Voice Control, Connected Car"
Nissan,Kicks,2016,MPV,Petrol,23,8.00 - 20.00,5201,No,16.6 kmpl,"TPMS, ADAS, Airbags, Leather Seats, Sunroof, Ventilated Seats, Power Windows, Apple CarPlay, Voice Control"
Audi,Q3,2021,Compact SUV,Diesel,1,7.00 - 18.00,14337,No,22.5 kmpl,"360 Camera, ESC, Cruise Control, AC, Ventilated Seats, Leather Seats, Wireless Charging"
Skoda,Slavia,2018,Hatchback,Petrol/CNG,12,3.50 - 8.50,12326,No,21.3 kmpl,"ADAS, ESC, Cruise Control, Sunroof, Leather Seats, Touchscreen, Ventilated Seats, HUD, Wireless Charging, Apple CarPlay"
MG,Comet EV,2016,Compact SUV,Petrol,5,7.00 - 18.00,13466,No,16.3 kmpl,"360 Camera, EBD, Ventilated Seats, Sunroof, Power Windows, Leather Seats, Touchscreen, HUD"
Volkswagen,Taigun,2022,Compact SUV,Petrol,20,7.00 - 18.00,7793,No,18.6 kmpl,"360 Camera, ADAS, ESC, ABS, Cruise Control, Power Windows, Sunroof, AC, Ventilated Seats, Android Auto, Connected Car"
Mahindra,Scorpio,2022,Luxury,Diesel,17,30.00 - 100.00,751,No,26.0 kmpl,"360 Camera, Hill Hold, Ventilated Seats, Leather Seats, Sunroof, Touchscreen, Apple CarPlay, Wireless Charging"
Toyota,Hilux,2023,Hatchback,Diesel,18,3.50 - 8.50,14158,No,24.3 kmpl,"360 Camera, TPMS, ESC, ABS, Ventilated Seats, Touchscreen, Sunroof, Cruise Control, AC, Wireless Charging, HUD"
BYD,Atto 3,2015,MPV,Diesel,11,8.00 - 20.00,6066,No,19.9 kmpl,"ESC, ADAS, ABS, Hill Hold, AC, Ventilated Seats, Cruise Control, Apple CarPlay, Connected Car"
Renault,Kiger,2023,Luxury,Diesel,17,30.00 - 100.00,698,No,26.6 kmpl,"360 Camera, TPMS, ESC, Cruise Control, Power Windows, AC, Touchscreen, Connected Car, Android Auto, Wireless Charging"
Volkswagen,Polo,2019,Electric SUV,Diesel,25,12.00 - 25.00,1695,No,25.9 kmpl,"ABS, Hill Hold, Power Windows, Sunroof, Cruise Control, Ventilated Seats, Connected Car, Voice Control, Android Auto"
BYD,Atto 3,2022,SUV,Petrol,23,10.00 - 30.00,5598,No,24.8 kmpl,"360 Camera, ABS, Airbags, Power Windows, Sunroof, Cruise Control, Wireless Charging, Android Auto, Connected Car"
Mahindra,Marazzo,2015,Hatchback,Diesel,10,3.50 - 8.50,10709,No,27.4 kmpl,"Hill Hold, ADAS, ESC, ABS, Touchscreen, AC, Cruise Control, Leather Seats, Power Windows, Android Auto, Voice Control, Wireless Charging"
Force,Gurkha,2022,Hatchback,Petrol,18,3.50 - 8.50,19337,No,16.4 kmpl,"EBD, Airbags, AC, Leather Seats, Cruise Control, Power Windows, Voice Control, Android Auto"
Hyundai,Aura,2018,SUV,Petrol,19,10.00 - 30.00,4487,No,16.0 kmpl,"360 Camera, Airbags, ADAS, Touchscreen, Ventilated Seats, Power Windows, Sunroof, AC, Wireless Charging, Voice Control, HUD"
Toyota,Innova,2023,Hatchback,Petrol,5,3.50 - 8.50,12863,No,17.8 kmpl,"ADAS, Hill Hold, TPMS, Sunroof, Leather Seats, AC, Android Auto, Apple CarPlay"
Citroen,C5 Aircross,2015,Hatchback,Electric,3,4.20 - 11.05,17611,Yes,231 km range,"Airbags, ESC, ADAS, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay, Android Auto"
Lexus,RX,2021,Compact SUV,Petrol,13,7.00 - 18.00,8214,No,21.3 kmpl,"Hill Hold, ABS, Airbags, ADAS, Power Windows, Cruise Control, Touchscreen, AC, Ventilated Seats, Android Auto"
Kia,Seltos,2019,Hatchback,Diesel,19,3.50 - 8.50,13152,No,25.2 kmpl,"ADAS, 360 Camera, ESC, ABS, Touchscreen, Leather Seats, Power Windows, Connected Car"
Lexus,RX,2023,Sedan,Petrol,23,6.00 - 15.00,12338,No,17.9 kmpl,"360 Camera, TPMS, EBD, ESC, Leather Seats, Power Windows, Ventilated Seats, Voice Control, Apple CarPlay"
Nissan,Kicks,2023,SUV,Petrol,21,10.00 - 30.00,6007,No,20.8 kmpl,"Airbags, Hill Hold, ABS, AC, Leather Seats, Touchscreen, HUD, Connected Car"
BYD,Atto 3,2020,Hatchback,Petrol,18,3.50 - 8.50,15698,No,22.5 kmpl,"ADAS, TPMS, ESC, EBD, Ventilated Seats, Leather Seats, Touchscreen, Sunroof, Android Auto, Voice Control"
MG,Hector,2023,SUV,Diesel,11,10.00 - 30.00,5371,No,20.6 kmpl,"360 Camera, Airbags, ESC, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, AC, Connected Car, Voice Control"
Kia,Carens,2019,Luxury,Petrol/Diesel,11,30.00 - 100.00,874,No,21.0 kmpl,"Hill Hold, Airbags, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, Sunroof, Leather Seats, Voice Control"
MG,ZS EV,2021,Electric SUV,Petrol,11,12.00 - 25.00,1197,No,22.6 kmpl,"ABS, Hill Hold, Touchscreen, AC, Leather Seats, Cruise Control, HUD"
BYD,E6,2016,Compact SUV,Diesel,25,7.00 - 18.00,10037,No,27.8 kmpl,"TPMS, Airbags, ABS, Power Windows, Cruise Control, Touchscreen, HUD, Android Auto, Apple CarPlay"
Kia,Carens,2021,Compact SUV,Diesel,8,7.00 - 18.00,11023,No,21.3 kmpl,"ESC, 360 Camera, Ventilated Seats, Touchscreen, AC, Sunroof, Voice Control, HUD, Apple CarPlay"
Audi,A4,2018,Compact SUV,Electric,2,8.40 - 23.40,12101,Yes,459 km range,"ADAS, ABS, TPMS, Cruise Control, Leather Seats, Sunroof, Apple CarPlay"
Lexus,RX,2018,Compact SUV,Petrol,21,7.00 - 18.00,12543,No,20.0 kmpl,"TPMS, ABS, Airbags, Hill Hold, AC, Power Windows, Sunroof, Leather Seats, Touchscreen, Android Auto, Apple CarPlay"
Nissan,Magnite,2019,Hatchback,Petrol/Diesel,7,3.50 - 8.50,8593,No,20.3 kmpl,"EBD, TPMS, ADAS, Power Windows, Leather Seats, Ventilated Seats, Cruise Control, Wireless Charging"
Skoda,Superb,2021,Sedan,Petrol,20,6.00 - 15.00,9841,No,18.8 kmpl,"TPMS, EBD, Airbags, Leather Seats, Power Windows, Touchscreen, Sunroof, Cruise Control, HUD, Wireless Charging, Apple CarPlay"
Audi,Q5,2018,Compact SUV,Diesel,5,7.00 - 18.00,8856,No,21.3 kmpl,"TPMS, ESC, Sunroof, Cruise Control, AC, Power Windows, Voice Control, Android Auto, Connected Car"
BYD,Atto 3,2018,SUV,Petrol/Diesel,12,10.00 - 30.00,3430,No,17.2 kmpl,"360 Camera, ESC, Hill Hold, EBD, Power Windows, Touchscreen, Leather Seats, Ventilated Seats, Android Auto"
BMW,2 Series,2015,MPV,Diesel,15,8.00 - 20.00,5907,No,21.0 kmpl,"ADAS, Hill Hold, TPMS, Sunroof, Ventilated Seats, Power Windows, Android Auto, HUD"
Renault,Triber,2023,SUV,Diesel,9,10.00 - 30.00,2539,No,27.1 kmpl,"Hill Hold, ESC, Airbags, Power Windows, AC, Sunroof, Ventilated Seats, Voice Control"
Audi,Q3,2023,Compact SUV,Diesel,2,7.00 - 18.00,12608,No,25.9 kmpl,"ADAS, Hill Hold, Leather Seats, Power Windows, Cruise Control, Connected Car, Android Auto"
Volkswagen,Virtus,2016,SUV,Petrol/CNG,23,10.00 - 30.00,3895,No,28.5 kmpl,"360 Camera, ESC, Touchscreen, Sunroof, Leather Seats, Power Windows, Apple CarPlay, Android Auto"
Volkswagen,Virtus,2015,Compact SUV,Petrol,13,7.00 - 18.00,6225,No,23.6 kmpl,"EBD, TPMS, Cruise Control, Ventilated Seats, Leather Seats, Touchscreen, Sunroof, Android Auto"
Nissan,Magnite,2022,Hatchback,Petrol,25,3.50 - 8.50,9412,No,23.6 kmpl,"ABS, ADAS, Hill Hold, EBD, Sunroof, Power Windows, Cruise Control, Ventilated Seats, HUD"
Toyota,Hilux,2015,Hatchback,Petrol,1,3.50 - 8.50,10893,No,24.4 kmpl,"ABS, EBD, Hill Hold, ADAS, Sunroof, Cruise Control, Ventilated Seats, AC, HUD"
BYD,E6,2020,Hatchback,Petrol,12,3.50 - 8.50,17494,No,21.0 kmpl,"TPMS, 360 Camera, Airbags, Leather Seats, Ventilated Seats, Cruise Control, AC, Connected Car, Apple CarPlay"
MG,Comet EV,2016,SUV,Petrol,4,10.00 - 30.00,2455,No,15.8 kmpl,"Airbags, TPMS, Sunroof, Power Windows, Ventilated Seats, Touchscreen, Leather Seats, Wireless Charging, Apple CarPlay"
Lexus,RX,2016,Sedan,Diesel,16,6.00 - 15.00,11049,No,22.8 kmpl,"TPMS, ABS, EBD, ADAS, Sunroof, Power Windows, Cruise Control, Touchscreen, Ventilated Seats, HUD, Connected Car, Android Auto"
Force,Gurkha,2018,Sedan,Petrol,20,6.00 - 15.00,13083,No,15.2 kmpl,"ESC, ADAS, ABS, Touchscreen, Leather Seats, Cruise Control, AC, Connected Car, Wireless Charging"
Nissan,Kicks,2018,Sedan,Petrol,5,6.00 - 15.00,13294,No,23.3 kmpl,"ADAS, Airbags, Power Windows, Cruise Control, Sunroof, Android Auto"
Renault,Triber,2018,Compact SUV,Diesel,12,7.00 - 18.00,7238,No,25.1 kmpl,"ABS, ADAS, AC, Touchscreen, Power Windows, Apple CarPlay"
Mercedes,GLA,2022,Hatchback,Petrol,20,3.50 - 8.50,9739,No,18.1 kmpl,"Airbags, ESC, TPMS, ABS, Cruise Control, AC, Sunroof, Ventilated Seats, Power Windows, HUD, Connected Car"
MG,Astor,2022,Compact SUV,Diesel,22,7.00 - 18.00,8690,No,23.7 kmpl,"ESC, 360 Camera, Sunroof, AC, Touchscreen, Leather Seats, Ventilated Seats, Android Auto"
Nissan,Kicks,2019,Sedan,Diesel,10,6.00 - 15.00,7077,No,24.8 kmpl,"ABS, Hill Hold, EBD, Cruise Control, Touchscreen, Ventilated Seats, Connected Car, Wireless Charging, HUD"
Lexus,ES,2023,SUV,Petrol,18,10.00 - 30.00,4258,No,21.9 kmpl,"TPMS, ABS, Touchscreen, Ventilated Seats, AC, Sunroof, Power Windows, HUD, Voice Control, Wireless Charging"
Skoda,Slavia,2020,SUV,Diesel,20,10.00 - 30.00,6571,No,23.0 kmpl,"TPMS, Hill Hold, ABS, Airbags, Leather Seats, Cruise Control, Ventilated Seats, Sunroof, Power Windows, HUD"
Maruti Suzuki,Dzire,2017,Compact SUV,Petrol/CNG,16,7.00 - 18.00,7825,No,22.9 kmpl,"ADAS, 360 Camera, Ventilated Seats, AC, Touchscreen, Android Auto, HUD"
Lexus,RX,2018,Electric SUV,Petrol/CNG,5,12.00 - 25.00,2730,No,28.9 kmpl,"ESC, ABS, Power Windows, Cruise Control, AC, Touchscreen, HUD"
Force,Gurkha,2015,SUV,Petrol,8,10.00 - 30.00,3148,No,18.9 kmpl,"Hill Hold, ADAS, ABS, EBD, Touchscreen, Cruise Control, Leather Seats, Power Windows, Sunroof, Connected Car, Apple CarPlay, HUD"
Skoda,Superb,2015,SUV,Petrol,13,10.00 - 30.00,5604,No,22.9 kmpl,"ABS, ESC, TPMS, 360 Camera, Sunroof, Leather Seats, Power Windows, AC, HUD, Wireless Charging, Apple CarPlay"
Skoda,Kushaq,2021,Hatchback,Petrol,2,3.50 - 8.50,9100,No,22.9 kmpl,"Hill Hold, ADAS, EBD, Sunroof, Power Windows, Touchscreen, Ventilated Seats, Cruise Control, Wireless Charging, HUD"
MG,Gloster,2020,Compact SUV,Petrol,18,7.00 - 18.00,7530,No,19.4 kmpl,"TPMS, Airbags, Hill Hold, Sunroof, Leather Seats, AC, Android Auto, HUD, Connected Car"
BYD,E6,2018,MPV,Petrol,20,8.00 - 20.00,2905,No,23.0 kmpl,"Hill Hold, 360 Camera, EBD, Leather Seats, Sunroof, AC, Power Windows, Ventilated Seats, Wireless Charging, Android Auto, Apple CarPlay"
Force,Gurkha,2018,Compact SUV,Petrol,17,7.00 - 18.00,11483,No,18.0 kmpl,"Hill Hold, 360 Camera, Airbags, ABS, Sunroof, Touchscreen, Ventilated Seats, Voice Control, Apple CarPlay, Wireless Charging"
Tata,Safari,2015,Hatchback,Petrol,22,3.50 - 8.50,14201,No,16.8 kmpl,"EBD, TPMS, 360 Camera, Sunroof, AC, Cruise Control, Touchscreen, Ventilated Seats, Connected Car, Voice Control"
Volkswagen,Virtus,2015,Compact SUV,Petrol,7,7.00 - 18.00,13194,No,18.4 kmpl,"360 Camera, Airbags, TPMS, Leather Seats, AC, Sunroof, Ventilated Seats, Voice Control, Apple CarPlay"
Hyundai,Exter,2023,Hatchback,Petrol,15,3.50 - 8.50,15221,No,24.2 kmpl,"360 Camera, Airbags, Cruise Control, Power Windows, Touchscreen, Sunroof, Ventilated Seats, HUD, Android Auto, Voice Control"
Tata,Tiago,2020,Compact SUV,Petrol,14,7.00 - 18.00,13028,No,18.6 kmpl,"ABS, ADAS, Airbags, Cruise Control, Power Windows, Sunroof, Leather Seats, Voice Control"
Honda,Amaze,2020,Compact SUV,Petrol,13,7.00 - 18.00,10222,No,21.9 kmpl,"EBD, ADAS, Sunroof, Cruise Control, Leather Seats, Ventilated Seats, AC, Android Auto, Wireless Charging, HUD"
Maruti Suzuki,Swift,2017,Compact SUV,Petrol,7,7.00 - 18.00,13233,No,16.3 kmpl,"EBD, ABS, TPMS, ESC, Sunroof, Leather Seats, AC, Cruise Control, Connected Car, Voice Control"
Hyundai,Exter,2016,Hatchback,Diesel,9,3.50 - 8.50,8161,No,19.9 kmpl,"ESC, ADAS, Airbags, EBD, AC, Touchscreen, Power Windows, Sunroof, Connected Car, HUD"
Skoda,Kushaq,2019,SUV,Diesel,9,10.00 - 30.00,2831,No,21.2 kmpl,"ESC, ADAS, AC, Cruise Control, Leather Seats, Touchscreen, Voice Control, Wireless Charging, Apple CarPlay"
Mahindra,Thar,2016,Sedan,Petrol,23,6.00 - 15.00,12224,No,22.7 kmpl,"360 Camera, ABS, ESC, Power Windows, Touchscreen, AC, Sunroof, Voice Control"
Maruti Suzuki,Wagon R,2016,Hatchback,Diesel,12,3.50 - 8.50,18446,No,27.1 kmpl,"ESC, TPMS, EBD, Sunroof, Leather Seats, AC, Connected Car, Android Auto"
Citroen,C3,2015,Compact SUV,Petrol,5,7.00 - 18.00,12070,No,24.0 kmpl,"Airbags, 360 Camera, ABS, Ventilated Seats, Cruise Control, Leather Seats, Wireless Charging, Connected Car, HUD"
Volkswagen,Taigun,2023,Electric Hatchback,Petrol,1,6.00 - 12.00,2526,No,18.4 kmpl,"ABS, ESC, 360 Camera, Hill Hold, AC, Ventilated Seats, Power Windows, HUD, Voice Control"
Audi,A4,2019,Compact SUV,Electric,21,8.40 - 23.40,8413,Yes,357 km range,"ESC, Hill Hold, Power Windows, AC, Leather Seats, Sunroof, Cruise Control, Apple CarPlay"
Jeep,Meridian,2023,Compact SUV,Diesel,10,7.00 - 18.00,11416,No,24.6 kmpl,"Airbags, EBD, ESC, ABS, Cruise Control, Leather Seats, Sunroof, Power Windows, Android Auto, Wireless Charging, Connected Car"
Mercedes,A-Class,2021,SUV,Petrol/Diesel,9,10.00 - 30.00,3320,No,21.1 kmpl,"ESC, Airbags, EBD, ADAS, Cruise Control, Sunroof, Touchscreen, Power Windows, AC, Android Auto, Wireless Charging, HUD"
Kia,Carens,2015,Hatchback,Petrol/CNG,12,3.50 - 8.50,17816,No,25.7 kmpl,"TPMS, Hill Hold, ESC, Leather Seats, Power Windows, Sunroof, Wireless Charging, Voice Control, Apple CarPlay"
Kia,Carens,2023,Compact SUV,Petrol,6,7.00 - 18.00,10307,No,19.4 kmpl,"360 Camera, ESC, Ventilated Seats, AC, Cruise Control, Sunroof, Voice Control, Wireless Charging, Android Auto"
BYD,E6,2020,Compact SUV,Petrol,1,7.00 - 18.00,7338,No,22.9 kmpl,"ADAS, 360 Camera, Leather Seats, Power Windows, Touchscreen, Sunroof, Ventilated Seats, Wireless Charging"
Jeep,Compass,2016,Hatchback,Petrol,12,3.50 - 8.50,11472,No,22.3 kmpl,"360 Camera, EBD, Ventilated Seats, Touchscreen, Sunroof, AC, Android Auto, Apple CarPlay"
Nissan,Kicks,2017,Luxury,Petrol,5,30.00 - 100.00,336,No,20.1 kmpl,"ADAS, Airbags, 360 Camera, ABS, Ventilated Seats, Cruise Control, Leather Seats, Power Windows, Connected Car"
Hyundai,Aura,2017,Sedan,Petrol,13,6.00 - 15.00,5217,No,22.0 kmpl,"ADAS, Hill Hold, 360 Camera, Ventilated Seats, Sunroof, Power Windows, Leather Seats, Wireless Charging, Apple CarPlay"
Nissan,Kicks,2017,Compact SUV,Diesel,21,7.00 - 18.00,13575,No,21.2 kmpl,"ESC, ADAS, Hill Hold, Airbags, AC, Sunroof, Cruise Control, Ventilated Seats, Connected Car, Android Auto"
Skoda,Kushaq,2017,Hatchback,Petrol,25,3.50 - 8.50,8495,No,15.8 kmpl,"Airbags, ABS, Hill Hold, ESC, AC, Ventilated Seats, Sunroof, Touchscreen, Leather Seats, Wireless Charging, Android Auto"
Volkswagen,Virtus,2015,Electric Hatchback,Petrol,5,6.00 - 12.00,3996,No,20.0 kmpl,"EBD, TPMS, Cruise Control, Touchscreen, Sunroof, Wireless Charging, Apple CarPlay, Connected Car"
BMW,2 Series,2015,Hatchback,Electric,9,4.20 - 11.05,18373,Yes,369 km range,"TPMS, ADAS, Cruise Control, Leather Seats, Sunroof, Ventilated Seats, Voice Control, Wireless Charging"
Volkswagen,Polo,2017,Sedan,Petrol/Diesel,1,6.00 - 15.00,10853,No,16.5 kmpl,"Airbags, ESC, AC, Leather Seats, Sunroof, HUD, Connected Car, Voice Control"
Kia,Sonet,2022,Compact SUV,Diesel,1,7.00 - 18.00,6296,No,21.9 kmpl,"Airbags, ESC, 360 Camera, TPMS, Ventilated Seats, Leather Seats, Sunroof, Power Windows, Connected Car, Apple CarPlay, Voice Control"
Skoda,Kushaq,2016,Electric SUV,Petrol,8,12.00 - 25.00,2994,No,23.2 kmpl,"Airbags, EBD, Touchscreen, Leather Seats, Power Windows, Cruise Control, Connected Car"
Volkswagen,Polo,2023,Hatchback,Petrol,4,3.50 - 8.50,15119,No,22.5 kmpl,"ESC, TPMS, Airbags, Sunroof, AC, Power Windows, Touchscreen, Ventilated Seats, HUD, Wireless Charging, Voice Control"
BYD,Atto 3,2019,Hatchback,Petrol/CNG,13,3.50 - 8.50,18060,No,28.3 kmpl,"ESC, Airbags, ABS, Leather Seats, AC, Touchscreen, Power Windows, Apple CarPlay, HUD"
Jeep,Meridian,2016,SUV,Petrol,7,10.00 - 30.00,3144,No,17.1 kmpl,"ESC, EBD, TPMS, ABS, Power Windows, Ventilated Seats, AC, Wireless Charging, Apple CarPlay, Voice Control"
Renault,Triber,2020,MPV,Petrol/CNG,3,8.00 - 20.00,5446,No,27.6 kmpl,"ESC, ABS, Touchscreen, AC, Power Windows, Sunroof, Ventilated Seats, Apple CarPlay, HUD, Voice Control"
BYD,E6,2022,MPV,Petrol,21,8.00 - 20.00,5765,No,22.7 kmpl,"Hill Hold, ESC, TPMS, EBD, Sunroof, Leather Seats, AC, Touchscreen, Cruise Control, HUD, Connected Car"
Tata,Punch,2023,Luxury,Petrol,18,30.00 - 100.00,400,No,19.9 kmpl,"ABS, ESC, 360 Camera, Airbags, Cruise Control, Ventilated Seats, Touchscreen, AC, Power Windows, HUD, Connected Car, Apple CarPlay"
BYD,E6,2015,Hatchback,Electric,12,4.20 - 11.05,12590,Yes,458 km range,"ADAS, TPMS, ABS, EBD, Power Windows, Ventilated Seats, Touchscreen, Leather Seats, Voice Control"
Kia,Seltos,2021,MPV,Petrol,3,8.00 - 20.00,3505,No,24.9 kmpl,"Airbags, Hill Hold, ABS, ADAS, Leather Seats, Cruise Control, Power Windows, Touchscreen, Wireless Charging, Android Auto, Voice Control"
Maruti Suzuki,Wagon R,2015,Compact SUV,Petrol,3,7.00 - 18.00,9553,No,22.7 kmpl,"ADAS, TPMS, ESC, AC, Ventilated Seats, Cruise Control, Leather Seats, HUD"
Jeep,Compass,2022,Sedan,Petrol,1,6.00 - 15.00,9664,No,21.7 kmpl,"EBD, TPMS, Hill Hold, Sunroof, Cruise Control, Touchscreen, AC, Power Windows, HUD, Voice Control"
Force,Gurkha,2017,Compact SUV,Petrol,8,7.00 - 18.00,6389,No,19.1 kmpl,"Hill Hold, ESC, Airbags, AC, Sunroof, Leather Seats, HUD"
Hyundai,Creta,2017,Sedan,Petrol,1,6.00 - 15.00,9334,No,20.3 kmpl,"Airbags, TPMS, Power Windows, Cruise Control, Sunroof, Touchscreen, Android Auto"
Mercedes,GLA,2022,Compact SUV,Electric,24,8.40 - 23.40,6292,Yes,261 km range,"TPMS, ESC, ABS, ADAS, Touchscreen, Leather Seats, Ventilated Seats, Cruise Control, Sunroof, Connected Car"
Audi,A4,2019,SUV,Petrol,8,10.00 - 30.00,2966,No,21.3 kmpl,"360 Camera, ESC, Hill Hold, Airbags, AC, Cruise Control, Leather Seats, Wireless Charging, Android Auto, Voice Control"
Lexus,RX,2017,Compact SUV,Petrol,1,7.00 - 18.00,11641,No,23.9 kmpl,"TPMS, EBD, Hill Hold, Airbags, Cruise Control, Sunroof, Touchscreen, Ventilated Seats, Wireless Charging, Apple CarPlay, Voice Control"
Maruti Suzuki,Dzire,2020,Sedan,Petrol,22,6.00 - 15.00,10568,No,24.1 kmpl,"TPMS, ADAS, EBD, Hill Hold, Touchscreen, Cruise Control, AC, Ventilated Seats, Sunroof, Connected Car, Voice Control"
Tata,Harrier,2018,Compact SUV,Petrol,14,7.00 - 18.00,6106,No,17.2 kmpl,"360 Camera, ADAS, EBD, Touchscreen, Sunroof, Cruise Control, Ventilated Seats, Android Auto, Connected Car, Wireless Charging"
BMW,2 Series,2020,Compact SUV,Petrol/CNG,20,7.00 - 18.00,6074,No,25.6 kmpl,"ADAS, 360 Camera, Hill Hold, Airbags, Sunroof, Touchscreen, Power Windows, HUD, Wireless Charging"
Hyundai,Exter,2021,Sedan,Petrol/CNG,21,6.00 - 15.00,7129,No,21.8 kmpl,"ESC, Airbags, AC, Sunroof, Leather Seats, Touchscreen, Ventilated Seats, HUD, Android Auto, Wireless Charging"
Volkswagen,Taigun,2023,Hatchback,Petrol,15,3.50 - 8.50,18884,No,16.0 kmpl,"ABS, 360 Camera, Sunroof, AC, Leather Seats, Power Windows, HUD, Connected Car"
Toyota,Urban Cruiser,2019,Compact SUV,Diesel,14,7.00 - 18.00,10684,No,24.9 kmpl,"360 Camera, ESC, ADAS, TPMS, Power Windows, Touchscreen, AC, Voice Control, Android Auto"
Tata,Safari,2016,Sedan,Diesel,11,6.00 - 15.00,6335,No,24.7 kmpl,"EBD, ABS, Airbags, ADAS, Cruise Control, AC, Leather Seats, Sunroof, HUD"
